planeId;airport;flightType;passengers;delayMinutes;flightDuration;date
LH-999;Warsaw;Arrival;155;0;163;04.09.2025
KL-448;Munich;Arrival;73;0;168;27.02.2026
QS-398;Prague;Departure;147;32;149;18.05.2026
QS-984;Vienna;Arrival;103;16;238;21.11.2025
AF-950;Prague;Departure;157;0;153;16.06.2026
QS-641;Frankfurt;Departure;162;29;54;26.03.2026
BA-840;Warsaw;Departure;170;0;194;16.01.2026
BA-610;Prague;Arrival;233;0;235;15.12.2025
LO-710;Prague;Arrival;175;0;159;03.09.2025
KL-568;Amsterdam;Arrival;236;0;240;20.09.2025
QS-953;Prague;Departure;121;0;150;25.06.2026
LO-462;Warsaw;Departure;152;14;71;03.05.2026
LO-566;Prague;Arrival;127;18;208;07.10.2025
BA-522;Prague;Departure;94;0;132;03.01.2026
OK-734;Amsterdam;Departure;166;13;236;03.11.2025
OS-584;Amsterdam;Arrival;88;0;90;10.09.2025
QS-986;Amsterdam;Arrival;107;0;129;30.04.2026
OK-308;Vienna;Departure;42;0;153;01.10.2025
KL-970;Vienna;Departure;115;23;218;21.09.2025
KL-940;Prague;Departure;43;0;51;16.11.2025
KL-235;Munich;Arrival;50;0;228;04.03.2026
BA-823;Munich;Arrival;212;0;229;03.11.2025
OK-334;Amsterdam;Departure;71;0;108;21.05.2026
LO-435;Munich;Arrival;117;171;64;22.06.2026
OK-674;Warsaw;Arrival;128;11;162;20.02.2026
OS-170;Vienna;Departure;152;0;207;02.11.2025
OK-214;Frankfurt;Departure;53;128;138;24.11.2025
QS-286;Vienna;Departure;153;23;215;16.10.2025
OK-389;Vienna;Departure;122;24;190;05.04.2026
OK-877;Amsterdam;Departure;117;92;221;18.09.2025
KL-340;Munich;Arrival;148;0;176;15.03.2026
LO-933;Prague;Arrival;178;0;133;28.11.2025
OS-869;Amsterdam;Arrival;224;124;81;08.09.2025
BA-610;Prague;Departure;206;25;173;20.01.2026
LO-735;Prague;Departure;59;78;68;06.04.2026
QS-552;Warsaw;Departure;216;0;83;22.02.2026
LH-467;Vienna;Arrival;156;29;204;30.10.2025
AF-107;Warsaw;Arrival;166;22;81;15.01.2026
KL-508;Warsaw;Departure;209;75;230;10.12.2025
KL-345;Prague;Departure;108;0;224;21.02.2026
BA-380;Warsaw;Departure;94;0;50;24.01.2026
LH-878;Amsterdam;Arrival;176;123;228;22.09.2025
QS-357;Vienna;Departure;181;0;190;07.01.2026
QS-614;Frankfurt;Departure;190;53;79;23.11.2025
LH-354;Warsaw;Arrival;118;0;47;02.06.2026
AF-801;Warsaw;Arrival;87;28;231;04.10.2025
KL-187;Prague;Departure;156;0;99;27.11.2025
LO-435;Munich;Departure;212;0;163;17.04.2026
AF-801;Warsaw;Arrival;161;0;77;30.01.2026
LH-991;Frankfurt;Arrival;232;0;67;30.11.2025
LH-824;Vienna;Arrival;92;0;119;20.03.2026
AF-381;Amsterdam;Arrival;76;24;57;15.06.2026
LO-324;Vienna;Arrival;183;0;150;03.04.2026
OS-880;Warsaw;Arrival;64;8;218;01.06.2026
OS-204;Munich;Arrival;52;11;127;24.05.2026
OK-629;Vienna;Arrival;59;0;83;21.04.2026
BA-699;Frankfurt;Departure;160;0;121;01.12.2025
QS-384;Munich;Arrival;158;0;212;21.05.2026
LH-422;Amsterdam;Arrival;193;0;174;01.11.2025
LH-791;Amsterdam;Arrival;117;5;73;22.02.2026
OK-687;Warsaw;Arrival;40;12;114;04.10.2025
OK-460;Frankfurt;Departure;145;0;171;13.05.2026
LO-780;Frankfurt;Departure;123;0;228;30.03.2026
OS-460;Amsterdam;Arrival;126;25;162;20.01.2026
AF-277;Munich;Departure;228;8;145;20.02.2026
LH-896;Munich;Departure;199;0;64;21.06.2026
AF-413;Prague;Arrival;115;27;238;08.01.2026
AF-713;Warsaw;Arrival;229;128;97;13.04.2026
LH-334;Vienna;Departure;40;0;197;22.10.2025
OS-737;Amsterdam;Departure;136;12;228;05.03.2026
QS-926;Munich;Departure;50;0;72;11.10.2025
BA-771;Warsaw;Arrival;235;0;171;09.09.2025
AF-159;Munich;Arrival;178;0;108;18.03.2026
QS-348;Vienna;Arrival;239;15;181;08.10.2025
LH-971;Vienna;Arrival;194;74;107;03.06.2026
AF-837;Munich;Arrival;182;0;81;25.03.2026
OS-737;Amsterdam;Arrival;210;0;131;16.10.2025
LH-109;Prague;Arrival;89;8;192;10.12.2025
KL-928;Amsterdam;Arrival;114;0;87;01.10.2025
OS-385;Prague;Departure;173;11;185;26.09.2025
BA-342;Vienna;Arrival;72;167;49;27.06.2026
OS-919;Warsaw;Departure;100;0;177;18.04.2026
OK-565;Munich;Departure;167;0;167;05.10.2025
AF-680;Prague;Departure;94;0;67;13.04.2026
QS-984;Vienna;Arrival;152;0;88;04.05.2026
BA-522;Prague;Arrival;66;0;176;12.05.2026
QS-505;Prague;Arrival;226;13;65;15.02.2026
QS-727;Warsaw;Arrival;215;0;99;24.12.2025
OS-266;Vienna;Arrival;141;0;75;09.04.2026
QS-878;Vienna;Arrival;85;50;67;12.02.2026
BA-522;Prague;Arrival;235;0;131;05.10.2025
BA-540;Amsterdam;Departure;101;0;146;05.03.2026
BA-540;Amsterdam;Departure;234;90;172;10.03.2026
AF-894;Prague;Arrival;85;0;218;25.06.2026
LH-109;Prague;Departure;121;16;217;19.04.2026
BA-814;Frankfurt;Arrival;94;53;68;23.10.2025
OK-872;Prague;Arrival;73;0;83;06.11.2025
OK-954;Frankfurt;Departure;103;27;70;03.12.2025
BA-557;Vienna;Departure;225;84;144;30.09.2025
AF-968;Vienna;Departure;203;6;193;23.06.2026
LO-358;Vienna;Departure;40;180;94;04.06.2026
LO-810;Frankfurt;Arrival;139;16;53;18.01.2026
KL-508;Warsaw;Departure;240;13;237;03.09.2025
QS-243;Frankfurt;Departure;170;22;114;02.05.2026
LO-412;Vienna;Departure;43;0;152;05.05.2026
OK-745;Amsterdam;Departure;217;15;226;16.02.2026
KL-871;Munich;Departure;100;0;236;28.05.2026
KL-261;Frankfurt;Departure;70;28;237;17.12.2025
KL-730;Warsaw;Departure;146;0;132;02.01.2026
QS-453;Munich;Arrival;63;0;235;23.12.2025
AF-826;Warsaw;Arrival;200;83;114;29.05.2026
LH-896;Munich;Departure;213;23;92;22.06.2026
QS-193;Warsaw;Departure;217;0;103;25.10.2025
OS-158;Warsaw;Departure;218;0;219;07.09.2025
OK-334;Amsterdam;Departure;38;0;71;09.06.2026
BA-158;Munich;Departure;149;0;64;01.10.2025
LH-467;Vienna;Departure;234;175;122;24.01.2026
QS-576;Amsterdam;Departure;79;25;107;31.03.2026
OK-155;Warsaw;Arrival;236;169;96;01.11.2025
KL-345;Prague;Departure;217;0;148;13.11.2025
KL-884;Amsterdam;Arrival;203;0;80;25.03.2026
OS-696;Amsterdam;Departure;198;0;227;22.01.2026
BA-370;Frankfurt;Arrival;221;7;179;30.10.2025
OK-389;Vienna;Arrival;207;102;63;29.12.2025
KL-350;Munich;Departure;221;8;151;18.03.2026
OK-665;Prague;Departure;100;0;227;14.09.2025
QS-525;Frankfurt;Arrival;50;19;137;23.09.2025
AF-837;Munich;Departure;160;0;232;25.11.2025
AF-835;Amsterdam;Departure;216;0;172;25.11.2025
OK-411;Amsterdam;Departure;178;28;171;15.01.2026
LO-434;Prague;Arrival;196;0;107;25.01.2026
OS-880;Warsaw;Arrival;227;29;187;10.11.2025
OS-665;Munich;Arrival;228;0;168;30.05.2026
LH-146;Amsterdam;Departure;205;0;231;19.05.2026
LH-891;Munich;Departure;219;22;100;22.11.2025
KL-145;Warsaw;Departure;51;0;148;25.11.2025
BA-923;Prague;Arrival;62;5;48;01.05.2026
LH-704;Warsaw;Arrival;149;0;107;16.01.2026
LO-324;Vienna;Departure;217;18;237;14.11.2025
LO-520;Amsterdam;Arrival;44;0;237;13.11.2025
QS-986;Amsterdam;Arrival;104;0;197;27.06.2026
BA-545;Amsterdam;Departure;160;22;157;29.12.2025
OS-112;Prague;Arrival;192;0;60;12.12.2025
LH-971;Vienna;Departure;122;0;158;01.05.2026
BA-342;Vienna;Departure;208;0;198;09.05.2026
QS-505;Prague;Departure;185;0;167;01.01.2026
KL-816;Frankfurt;Arrival;84;0;240;08.02.2026
AF-891;Frankfurt;Arrival;146;132;201;29.09.2025
AF-821;Warsaw;Arrival;67;17;214;03.10.2025
BA-378;Frankfurt;Arrival;130;88;106;09.01.2026
OS-779;Prague;Departure;233;28;142;23.01.2026
KL-459;Munich;Departure;72;13;164;03.05.2026
QS-664;Prague;Arrival;67;0;187;12.06.2026
BA-823;Munich;Arrival;50;16;98;15.04.2026
AF-599;Frankfurt;Arrival;84;0;156;08.03.2026
QS-641;Frankfurt;Arrival;171;133;85;08.12.2025
LO-349;Frankfurt;Arrival;154;0;101;15.02.2026
AF-830;Frankfurt;Departure;227;8;54;28.02.2026
QS-317;Munich;Departure;231;27;58;27.06.2026
OK-311;Munich;Departure;71;13;53;25.04.2026
LO-132;Prague;Departure;85;0;239;01.02.2026
LO-358;Vienna;Arrival;171;0;147;11.09.2025
LH-494;Warsaw;Departure;200;0;185;02.09.2025
LO-813;Amsterdam;Departure;91;0;196;14.06.2026
AF-565;Vienna;Departure;227;60;167;13.11.2025
KL-885;Prague;Departure;173;0;212;08.10.2025
LO-674;Warsaw;Departure;113;0;221;05.04.2026
OS-576;Munich;Arrival;153;10;156;24.03.2026
LH-132;Amsterdam;Arrival;196;11;210;17.11.2025
OS-385;Prague;Departure;192;0;230;07.11.2025
KL-884;Amsterdam;Arrival;197;6;101;18.11.2025
OK-292;Vienna;Departure;208;11;218;27.06.2026
LH-807;Prague;Arrival;95;0;197;29.05.2026
AF-277;Munich;Departure;123;29;65;03.12.2025
LO-448;Warsaw;Arrival;119;0;156;16.06.2026
OK-868;Warsaw;Departure;198;6;148;29.09.2025
OK-734;Amsterdam;Departure;141;0;121;13.11.2025
LH-915;Warsaw;Departure;98;0;194;07.06.2026
OS-963;Vienna;Arrival;94;0;92;01.05.2026
BA-142;Amsterdam;Arrival;74;0;135;13.04.2026
QS-243;Frankfurt;Departure;110;0;218;30.09.2025
LO-973;Prague;Departure;192;0;197;21.02.2026
KL-884;Amsterdam;Departure;117;14;151;19.06.2026
BA-584;Vienna;Departure;85;0;59;25.02.2026
KL-259;Prague;Arrival;73;7;49;04.12.2025
AF-894;Prague;Departure;87;0;141;12.02.2026
OS-308;Munich;Departure;203;11;229;24.09.2025
OK-346;Munich;Arrival;107;146;113;03.06.2026
AF-987;Warsaw;Departure;205;0;69;09.01.2026
AF-379;Frankfurt;Arrival;112;0;155;06.01.2026
OS-584;Amsterdam;Departure;88;70;150;25.04.2026
OK-155;Warsaw;Arrival;205;0;136;20.11.2025
LH-572;Amsterdam;Departure;58;0;155;10.12.2025
OK-724;Frankfurt;Arrival;188;0;69;08.10.2025
QS-740;Vienna;Departure;198;58;48;06.05.2026
OK-724;Frankfurt;Arrival;218;0;156;16.12.2025
LH-529;Amsterdam;Departure;161;27;104;21.05.2026
BA-699;Frankfurt;Arrival;225;27;128;27.05.2026
LO-448;Warsaw;Departure;134;0;67;24.04.2026
OS-873;Prague;Departure;224;0;68;19.05.2026
AF-788;Amsterdam;Arrival;148;0;112;05.06.2026
AF-740;Prague;Departure;165;0;99;12.04.2026
OS-880;Warsaw;Departure;49;0;56;27.05.2026
OK-353;Amsterdam;Departure;106;0;200;22.09.2025
KL-902;Prague;Arrival;111;12;136;14.04.2026
KL-871;Munich;Departure;80;78;71;20.10.2025
KL-259;Prague;Arrival;164;0;46;12.01.2026
AF-385;Frankfurt;Departure;114;0;119;01.01.2026
LO-985;Vienna;Departure;185;11;167;23.04.2026
OK-865;Amsterdam;Departure;145;23;76;22.12.2025
AF-267;Vienna;Departure;55;0;74;06.09.2025
KL-357;Munich;Arrival;221;26;148;15.10.2025
KL-869;Warsaw;Departure;216;0;224;25.05.2026
KL-431;Amsterdam;Arrival;45;14;76;04.06.2026
LH-199;Amsterdam;Arrival;90;0;184;19.06.2026
OK-283;Warsaw;Arrival;60;21;125;01.01.2026
KL-202;Warsaw;Arrival;77;30;168;13.05.2026
LO-132;Prague;Arrival;42;0;120;19.12.2025
KL-619;Warsaw;Arrival;173;0;140;09.04.2026
OS-584;Amsterdam;Arrival;188;0;190;15.09.2025
OS-548;Amsterdam;Departure;195;16;54;14.10.2025
OK-981;Prague;Arrival;206;30;196;28.05.2026
LH-491;Vienna;Departure;55;0;214;04.05.2026
LH-792;Frankfurt;Arrival;199;0;82;22.02.2026
QS-349;Munich;Arrival;227;22;228;18.12.2025
AF-961;Amsterdam;Departure;39;0;224;19.04.2026
QS-488;Amsterdam;Arrival;186;0;80;19.02.2026
OK-698;Vienna;Departure;76;41;189;20.12.2025
BA-380;Warsaw;Departure;45;11;167;10.09.2025
AF-961;Amsterdam;Departure;161;0;187;09.02.2026
OS-286;Vienna;Departure;100;0;144;18.01.2026
QS-824;Warsaw;Arrival;141;28;78;23.11.2025
OK-789;Warsaw;Arrival;134;16;63;06.05.2026
AF-177;Amsterdam;Arrival;78;0;186;14.06.2026
KL-181;Prague;Arrival;66;9;216;09.12.2025
OK-789;Warsaw;Arrival;85;0;128;11.05.2026
AF-469;Vienna;Departure;183;9;60;08.02.2026
LH-199;Amsterdam;Arrival;237;0;214;21.04.2026
KL-884;Amsterdam;Arrival;40;130;207;14.04.2026
LO-378;Frankfurt;Arrival;108;0;133;17.01.2026
KL-545;Prague;Arrival;90;5;177;12.03.2026
KL-814;Amsterdam;Arrival;211;34;109;15.04.2026
QS-172;Warsaw;Arrival;173;27;201;27.01.2026
QS-318;Prague;Arrival;240;12;114;25.03.2026
OK-499;Vienna;Departure;179;38;148;24.06.2026
QS-404;Amsterdam;Departure;163;0;78;29.10.2025
OK-499;Vienna;Departure;136;0;187;08.06.2026
OK-458;Amsterdam;Departure;181;20;111;12.03.2026
BA-646;Prague;Departure;71;26;49;02.04.2026
LO-101;Warsaw;Departure;145;0;93;20.11.2025
AF-968;Vienna;Departure;151;0;144;22.12.2025
AF-599;Frankfurt;Departure;84;0;145;07.10.2025
QS-912;Amsterdam;Arrival;169;133;76;17.03.2026
AF-177;Amsterdam;Departure;167;0;48;25.06.2026
AF-798;Vienna;Arrival;190;17;66;10.04.2026
AF-798;Vienna;Arrival;231;17;156;18.02.2026
KL-505;Amsterdam;Arrival;104;17;185;11.06.2026
QS-551;Amsterdam;Departure;158;8;146;10.02.2026
QS-172;Warsaw;Departure;225;0;220;10.02.2026
KL-181;Prague;Departure;162;83;67;19.09.2025
KL-235;Munich;Arrival;105;0;96;29.03.2026
OK-518;Vienna;Departure;43;0;127;06.11.2025
KL-819;Amsterdam;Departure;188;0;61;28.01.2026
OK-441;Vienna;Arrival;121;5;205;28.02.2026
QS-953;Prague;Arrival;231;0;229;11.03.2026
LH-807;Prague;Departure;39;0;204;19.06.2026
BA-619;Warsaw;Arrival;73;0;228;01.09.2025
OK-498;Munich;Arrival;72;179;114;23.12.2025
AF-413;Prague;Arrival;220;0;115;22.11.2025
OK-255;Prague;Arrival;106;168;169;09.03.2026
BA-851;Prague;Arrival;209;19;168;20.05.2026
LH-991;Frankfurt;Departure;46;8;74;16.05.2026
KL-612;Vienna;Arrival;58;0;204;20.12.2025
OK-455;Amsterdam;Arrival;163;0;48;12.12.2025
OK-455;Amsterdam;Departure;73;72;149;29.04.2026
LO-606;Vienna;Departure;90;16;174;14.03.2026
KL-814;Amsterdam;Departure;67;0;224;14.05.2026
AF-567;Warsaw;Arrival;85;20;205;21.03.2026
AF-692;Vienna;Arrival;67;11;128;30.04.2026
OS-665;Munich;Arrival;176;0;56;03.10.2025
KL-779;Amsterdam;Departure;93;21;92;01.05.2026
BA-652;Munich;Arrival;102;0;166;07.04.2026
QS-349;Munich;Arrival;171;0;184;09.10.2025
AF-618;Prague;Departure;55;9;59;11.10.2025
OS-172;Munich;Arrival;210;11;228;11.11.2025
KL-145;Warsaw;Arrival;61;0;237;21.10.2025
LH-494;Warsaw;Arrival;203;20;120;30.12.2025
QS-488;Amsterdam;Departure;237;87;45;16.09.2025
AF-338;Amsterdam;Departure;55;0;118;01.06.2026
OS-288;Vienna;Departure;113;0;163;22.02.2026
BA-840;Warsaw;Arrival;187;20;69;27.11.2025
OK-269;Vienna;Departure;93;0;107;10.12.2025
OS-655;Munich;Departure;77;24;164;07.01.2026
OS-460;Amsterdam;Arrival;226;0;207;17.03.2026
OS-367;Amsterdam;Departure;128;22;224;22.05.2026
QS-317;Munich;Departure;195;0;180;24.01.2026
KL-819;Amsterdam;Departure;166;0;226;13.12.2025
BA-699;Frankfurt;Arrival;64;0;196;05.06.2026
LO-597;Vienna;Arrival;151;0;101;06.05.2026
KL-431;Amsterdam;Departure;184;84;99;12.02.2026
AF-830;Frankfurt;Arrival;189;0;187;23.04.2026
AF-338;Amsterdam;Departure;150;0;75;03.12.2025
BA-610;Prague;Arrival;239;0;163;01.05.2026
KL-710;Munich;Departure;100;0;49;09.04.2026
LH-491;Vienna;Departure;137;0;217;19.10.2025
KL-957;Vienna;Arrival;76;171;84;16.02.2026
OS-288;Vienna;Arrival;65;11;173;18.05.2026
OK-214;Frankfurt;Departure;177;29;157;08.03.2026
QS-349;Munich;Arrival;188;0;47;02.12.2025
BA-753;Prague;Departure;199;18;190;10.01.2026
OK-565;Munich;Departure;137;17;53;09.11.2025
KL-617;Munich;Arrival;59;0;109;04.10.2025
LH-132;Amsterdam;Departure;168;13;193;11.11.2025
OK-334;Amsterdam;Arrival;168;30;155;09.02.2026
QS-453;Munich;Departure;81;0;144;30.10.2025
QS-741;Frankfurt;Arrival;156;5;123;27.02.2026
OK-358;Vienna;Departure;99;21;69;16.04.2026
OK-629;Vienna;Departure;183;0;137;14.12.2025
KL-869;Warsaw;Departure;181;73;63;03.11.2025
LO-810;Frankfurt;Arrival;61;0;149;26.06.2026
LO-735;Prague;Departure;182;0;170;20.04.2026
LO-349;Frankfurt;Departure;156;0;190;24.05.2026
OK-775;Frankfurt;Arrival;88;14;67;02.06.2026
AF-786;Amsterdam;Departure;91;22;51;23.11.2025
QS-727;Warsaw;Departure;80;0;170;25.09.2025
AF-702;Prague;Arrival;208;17;74;08.01.2026
KL-259;Prague;Arrival;54;0;201;20.03.2026
LH-897;Frankfurt;Arrival;113;0;236;06.03.2026
LH-390;Frankfurt;Arrival;229;0;194;12.09.2025
KL-350;Munich;Departure;59;17;109;30.11.2025
OS-784;Vienna;Arrival;114;30;213;12.09.2025
LH-209;Frankfurt;Departure;92;0;51;06.06.2026
LH-572;Amsterdam;Departure;153;17;160;10.01.2026
OK-311;Munich;Departure;65;0;91;29.10.2025
QS-662;Warsaw;Departure;113;0;89;11.05.2026
OK-255;Prague;Departure;180;10;113;19.11.2025
LO-434;Prague;Arrival;205;25;138;24.06.2026
LH-710;Amsterdam;Arrival;75;20;164;30.01.2026
OK-455;Amsterdam;Departure;113;8;164;27.09.2025
AF-565;Vienna;Arrival;221;18;46;15.11.2025
OK-775;Frankfurt;Departure;139;0;221;14.06.2026
LO-942;Warsaw;Departure;228;0;238;22.06.2026
OK-498;Munich;Departure;86;159;141;01.11.2025
QS-548;Amsterdam;Departure;89;80;150;08.05.2026
LH-665;Prague;Arrival;132;0;170;07.05.2026
AF-576;Munich;Departure;240;16;197;09.03.2026
AF-807;Vienna;Departure;167;0;234;08.06.2026
LO-160;Amsterdam;Departure;148;16;135;13.12.2025
QS-761;Warsaw;Arrival;105;95;126;01.12.2025
OK-458;Amsterdam;Arrival;99;0;138;07.05.2026
KL-345;Prague;Arrival;178;26;236;12.04.2026
LH-109;Prague;Arrival;199;15;51;31.03.2026
OK-698;Vienna;Arrival;232;165;46;17.05.2026
QS-348;Vienna;Arrival;221;0;148;17.02.2026
KL-448;Munich;Arrival;98;0;142;15.05.2026
OS-718;Prague;Departure;234;0;101;15.01.2026
QS-453;Munich;Departure;57;0;229;28.09.2025
LH-878;Amsterdam;Departure;42;0;56;22.12.2025
KL-545;Prague;Departure;127;0;181;29.05.2026
KL-459;Munich;Arrival;86;132;164;20.04.2026
QS-392;Munich;Departure;145;12;100;31.12.2025
LH-798;Prague;Departure;85;23;203;29.01.2026
OK-783;Vienna;Arrival;235;0;239;18.01.2026
KL-949;Amsterdam;Arrival;40;0;170;04.05.2026
AF-221;Prague;Arrival;209;114;74;13.05.2026
OK-499;Vienna;Departure;156;20;96;02.03.2026
QS-548;Amsterdam;Arrival;144;0;109;24.03.2026
LO-453;Warsaw;Departure;104;20;180;29.03.2026
QS-703;Warsaw;Departure;206;25;220;09.01.2026
AF-830;Frankfurt;Departure;42;21;165;01.05.2026
LH-146;Amsterdam;Departure;56;27;183;16.09.2025
BA-610;Prague;Arrival;188;0;229;25.01.2026
QS-548;Amsterdam;Arrival;180;0;93;06.03.2026
BA-752;Amsterdam;Departure;207;0;233;26.12.2025
OS-737;Amsterdam;Arrival;162;0;173;27.03.2026
QS-878;Vienna;Arrival;160;29;56;06.12.2025
LO-921;Amsterdam;Departure;65;140;113;10.01.2026
BA-557;Vienna;Departure;170;0;182;09.10.2025
KL-282;Amsterdam;Departure;166;33;103;31.03.2026
OS-779;Prague;Arrival;145;115;213;23.06.2026
LH-792;Frankfurt;Departure;102;20;92;07.06.2026
LO-132;Prague;Arrival;65;172;174;19.06.2026
QS-551;Amsterdam;Departure;240;93;234;25.10.2025
AF-623;Munich;Departure;226;13;111;23.12.2025
OS-718;Prague;Departure;225;5;96;20.11.2025
AF-881;Frankfurt;Departure;195;142;46;15.12.2025
LH-209;Frankfurt;Arrival;143;29;58;03.04.2026
BA-652;Munich;Arrival;201;0;78;16.11.2025
KL-885;Prague;Departure;132;0;50;15.12.2025
LH-978;Amsterdam;Arrival;97;0;147;01.01.2026
KL-573;Munich;Arrival;147;23;75;06.10.2025
LO-720;Warsaw;Arrival;240;0;163;11.02.2026
OK-877;Amsterdam;Arrival;72;122;100;25.03.2026
AF-242;Warsaw;Arrival;109;0;65;08.11.2025
OS-214;Vienna;Arrival;229;129;177;15.01.2026
OS-367;Amsterdam;Arrival;235;23;105;08.09.2025
QS-523;Frankfurt;Departure;111;0;226;13.05.2026
LO-949;Vienna;Departure;228;24;159;15.11.2025
QS-404;Amsterdam;Arrival;104;15;208;01.10.2025
LH-897;Frankfurt;Arrival;130;168;85;23.06.2026
KL-508;Warsaw;Arrival;146;64;195;26.01.2026
KL-330;Prague;Departure;82;124;210;18.04.2026
OK-155;Warsaw;Arrival;121;41;107;12.05.2026
BA-911;Amsterdam;Departure;221;24;129;04.10.2025
KL-326;Munich;Departure;134;0;131;17.03.2026
LH-566;Vienna;Departure;184;27;128;05.11.2025
BA-336;Frankfurt;Arrival;202;0;149;06.09.2025
LH-354;Warsaw;Departure;41;0;150;03.04.2026
KL-719;Munich;Departure;188;29;98;27.03.2026
OK-147;Munich;Arrival;50;0;227;09.02.2026
LO-453;Warsaw;Departure;233;0;159;28.10.2025
OS-445;Prague;Departure;161;0;192;18.10.2025
BA-158;Munich;Arrival;67;0;159;15.03.2026
QS-761;Warsaw;Arrival;158;24;54;16.01.2026
QS-683;Frankfurt;Departure;119;103;185;12.11.2025
QS-208;Warsaw;Departure;153;58;156;20.02.2026
LH-915;Warsaw;Departure;236;0;170;26.03.2026
BA-752;Amsterdam;Arrival;122;74;160;09.03.2026
LO-435;Munich;Arrival;131;0;84;20.09.2025
QS-552;Warsaw;Arrival;208;0;137;17.01.2026
BA-610;Prague;Departure;129;82;115;13.06.2026
AF-740;Prague;Arrival;49;0;138;03.03.2026
OK-358;Vienna;Departure;125;0;131;17.10.2025
BA-394;Frankfurt;Departure;240;0;76;23.05.2026
BA-984;Vienna;Arrival;87;0;213;17.04.2026
QS-327;Warsaw;Arrival;178;24;136;09.10.2025
AF-221;Prague;Arrival;42;0;239;08.10.2025
AF-702;Prague;Arrival;156;0;129;11.11.2025
AF-618;Prague;Arrival;58;23;161;27.02.2026
LH-462;Warsaw;Departure;46;24;219;21.12.2025
OS-266;Vienna;Departure;44;0;177;09.11.2025
OS-308;Munich;Arrival;57;0;140;10.11.2025
LH-446;Vienna;Arrival;58;0;97;11.02.2026
LO-921;Amsterdam;Departure;47;0;226;23.06.2026
LO-600;Munich;Arrival;216;0;191;08.05.2026
LO-498;Frankfurt;Arrival;82;91;184;25.04.2026
LO-606;Vienna;Arrival;202;47;188;24.02.2026
LO-324;Vienna;Departure;107;146;178;16.04.2026
BA-380;Warsaw;Departure;145;0;236;22.12.2025
LH-657;Prague;Arrival;224;0;104;24.01.2026
AF-830;Frankfurt;Departure;82;17;156;13.03.2026
BA-619;Warsaw;Departure;113;0;52;15.06.2026
AF-381;Amsterdam;Arrival;231;10;239;22.04.2026
AF-373;Amsterdam;Arrival;148;25;128;24.06.2026
BA-545;Amsterdam;Departure;148;14;114;22.09.2025
KL-568;Amsterdam;Departure;169;0;67;07.03.2026
KL-473;Warsaw;Arrival;238;27;130;25.03.2026
QS-953;Prague;Departure;138;0;81;13.03.2026
LO-132;Prague;Arrival;195;0;194;18.12.2025
KL-884;Amsterdam;Departure;103;23;144;20.06.2026
AF-894;Prague;Arrival;66;22;91;13.11.2025
OK-687;Warsaw;Arrival;97;25;206;22.11.2025
LH-798;Prague;Departure;133;9;92;29.09.2025
KL-782;Prague;Arrival;93;0;187;07.09.2025
AF-798;Vienna;Arrival;87;0;170;30.11.2025
LO-750;Warsaw;Departure;161;0;58;10.12.2025
KL-261;Frankfurt;Departure;184;0;128;28.10.2025
LH-896;Munich;Departure;201;30;140;29.10.2025
AF-788;Amsterdam;Departure;178;6;135;03.02.2026
QS-878;Vienna;Departure;198;25;153;07.03.2026
LH-763;Prague;Departure;89;88;87;05.04.2026
LH-491;Vienna;Arrival;100;121;94;12.12.2025
AF-270;Amsterdam;Arrival;45;0;83;25.06.2026
AF-586;Warsaw;Departure;148;0;228;05.04.2026
KL-887;Prague;Arrival;98;0;206;27.05.2026
LO-566;Prague;Departure;206;36;132;10.06.2026
OS-317;Munich;Arrival;92;0;185;20.05.2026
AF-801;Warsaw;Departure;83;78;226;02.05.2026
OK-565;Munich;Departure;140;11;92;25.11.2025
LO-588;Vienna;Arrival;234;0;98;25.01.2026
LH-125;Frankfurt;Departure;45;160;202;04.12.2025
LH-260;Munich;Departure;46;0;83;21.01.2026
LO-324;Vienna;Departure;124;0;212;27.12.2025
AF-692;Vienna;Departure;127;5;130;31.10.2025
AF-833;Amsterdam;Arrival;124;18;69;12.12.2025
LH-791;Amsterdam;Arrival;116;159;94;02.01.2026
OS-445;Prague;Departure;157;28;229;26.02.2026
LH-467;Vienna;Departure;54;0;237;05.02.2026
AF-862;Amsterdam;Departure;175;14;131;26.09.2025
LH-260;Munich;Departure;63;0;159;09.02.2026
KL-926;Warsaw;Departure;97;0;77;05.03.2026
BA-930;Prague;Arrival;80;0;150;12.01.2026
QS-935;Munich;Arrival;86;0;150;14.10.2025
AF-586;Warsaw;Arrival;142;13;161;28.03.2026
BA-619;Warsaw;Departure;151;44;217;11.06.2026
LH-978;Amsterdam;Departure;226;0;161;15.09.2025
LH-792;Frankfurt;Arrival;126;142;185;20.04.2026
LO-517;Prague;Arrival;116;0;64;23.09.2025
QS-488;Amsterdam;Arrival;133;0;221;16.02.2026
LO-566;Prague;Arrival;128;11;192;07.12.2025
KL-730;Warsaw;Arrival;39;16;114;30.05.2026
LO-945;Warsaw;Departure;55;138;129;15.01.2026
QS-395;Munich;Departure;183;0;82;30.11.2025
LO-324;Vienna;Arrival;43;0;90;09.03.2026
OK-979;Munich;Departure;195;115;234;07.01.2026
BA-564;Vienna;Arrival;112;0;212;12.10.2025
QS-683;Frankfurt;Departure;174;0;125;05.06.2026
LH-199;Amsterdam;Arrival;107;0;138;29.09.2025
AF-936;Amsterdam;Arrival;230;0;125;05.04.2026
